state	county	name	farms	facres	farmequi	horses	mules	tractors
23	1510	SANILAC	4569	534670	2294932	13062	80	907
23	1530	SCHOOLCRAFT	357	39058	222243	671	1	61
23	1550	SHIAWASSEE	3063	313441	2432468	8089	81	1039
23	1570	TUSCOLA	4459	430505	2997855	10867	99	1305
23	1590	VAN BUREN	4334	314595	2246319	7333	227	582
23	1610	WASHTENAW	3259	373690	3039665	9158	120	1104
23	1630	WAYNE	2043	135048	2117971	3930	53	800
23	1650	WEXFORD	1149	127206	418463	2302	35	65
24	0	OHIO	219296	21514059	103175957	494947	31356	52974
24	10	ADAMS	2829	296669	636672	5254	813	172
24	30	ALLEN	2684	230424	1122635	5856	239	625
24	50	ASHLAND	2143	232530	1012033	5481	214	428
24	70	ASHTABULA	4333	337303	1631665	7071	205	1030
24	90	ATHENS	2009	227874	480664	3660	288	143
24	110	AUGLAIZE	2491	240845	1486352	6626	347	830
24	130	BELMONT	3120	272342	784435	5204	241	252
24	150	BROWN	3302	284188	807348	6787	838	291
24	170	BUTLER	2469	260906	1655289	5270	1082	964
24	190	CARROLL	1798	206060	594085	3837	93	169
24	210	CHAMPAIGN	2134	250148	1141238	6426	487	609
24	230	CLARK	2266	231091	1218431	5888	388	683
24	250	CLERMONT	3022	245187	924943	5120	1093	423
24	270	CLINTON	2103	249420	1040092	6565	913	700
24	290	COLUMBIANA	3308	261534	1289390	6369	254	488
24	310	COSHOCTON	2736	316642	916807	5390	236	237
24	330	CRAWFORD	2121	232299	1489435	5857	285	653
24	350	CUYAHOGA	1229	55155	704835	1571	39	383
24	370	DARKE	4825	361588	2230584	11540	813	1444
24	390	DEFIANCE	2061	234388	1241486	5658	179	849
24	410	DELAWARE	2793	266491	1192004	6244	369	649
24	430	ERIE	1709	134508	1121591	3468	98	645
24	450	FAIRFIELD	2985	289402	1498779	7446	322	637
24	470	FAYETTE	1569	247700	968295	6279	296	686
24	490	FRANKLIN	2968	248925	1810931	6546	331	955
24	510	FULTON	2805	241051	1902364	6834	172	941
24	530	GALLIA	2769	252797	501585	4392	412	90
24	550	GEAUGA	1884	172249	836777	4112	64	494
24	570	GREENE	2185	238873	1235378	6716	472	702
24	590	GUERNSEY	2646	276168	533495	4849	185	157
24	610	HAMILTON	2341	140353	1369054	2856	931	567
24	630	HANCOCK	2919	311301	1830513	7767	292	1164
24	650	HARDIN	2542	277744	1373225	6260	358	736
24	670	HARRISON	1767	210511	494980	3144	114	154
24	690	HENRY	2549	250413	1882042	6701	212	1168
24	710	HIGHLAND	3020	335439	1083156	8002	539	522
24	730	HOCKING	1426	179496	390943	2534	160	93
24	750	HOLMES	2249	242519	1153718	6729	139	338
24	770	HURON	2453	273492	1399474	6240	208	908
24	790	JACKSON	1544	191189	387628	2674	391	70
24	810	JEFFERSON	1603	178301	505528	2918	93	211
24	830	KNOX	2724	301836	1171653	5939	359	384
24	850	LAKE	1059	67740	619360	1394	36	362
24	870	LAWRENCE	2276	187146	551991	2954	558	92
24	890	LICKING	4027	386894	1653901	7906	319	586
24	910	LOGAN	2450	258711	1037609	6128	399	599
24	930	LORAIN	3038	238731	1647788	6146	115	1206
24	950	LUCAS	2065	120166	1143808	3491	97	669
24	970	MADISON	1577	279414	886352	7260	355	590
24	990	MAHONING	2283	176997	1073790	4352	176	598
24	1010	MARION	1851	231241	1300731	4787	409	721
24	1030	MEDINA	2674	224838	1388278	5957	242	762
24	1050	MEIGS	2359	218382	521635	3838	305	117
24	1070	MERCER	2768	270256	1460543	7943	306	876
24	1090	MIAMI	2830	238804	1906568	7426	706	921
24	1110	MONROE	2556	242891	463444	4586	137	92
24	1130	MONTGOMERY	3692	232092	2197671	6740	819	1334
24	1150	MORGAN	2241	242904	503604	4049	192	84
24	1170	MORROW	2351	231738	781109	5096	329	371
24	1190	MUSKINGUM	3265	351988	991679	5963	366	273
24	1210	NOBLE	2317	236732	405574	4444	112	52
24	1230	OTTAWA	1834	137510	1389883	3817	69	825
24	1250	PAULDING	1860	244420	1262030	5335	253	859
24	1270	PERRY	1933	188025	610421	3590	121	212
24	1290	PICKAWAY	2039	302444	1350631	8081	420	822
24	1310	PIKE	1592	204806	371694	2988	449	174
24	1330	PORTAGE	2766	235749	1312381	5688	99	755
24	1350	PREBLE	2769	258547	1539402	6619	1085	961
24	1370	PUTNAM	2825	283103	1707414	8263	357	876
24	1390	RICHLAND	2769	278086	1308438	6280	281	637
24	1410	ROSS	2404	348944	1145113	7032	402	556
24	1430	SANDUSKY	2641	235348	1729037	6625	217	995
24	1450	SCIOTO	2062	213635	552926	2925	919	260
24	1470	SENECA	2893	324350	2289233	8649	358	1154
24	1490	SHELBY	2398	242201	1359076	6456	434	923
24	1510	STARK	3435	260726	1973983	7282	303	931
24	1530	SUMMIT	1579	126710	954520	3069	78	611
24	1550	TRUMBULL	2951	248669	1421513	5300	131	690
24	1570	TUSCARAWAS	2728	275710	1101478	5091	163	381
24	1590	UNION	2294	251312	1122570	6438	334	582
24	1610	VAN WERT	2415	244649	1218435	6647	374	743
24	1630	VINTON	1075	153966	185326	1829	247	60
24	1650	WARREN	2224	230168	1144814	5790	913	636
24	1670	WASHINGTON	3718	331823	909843	5600	472	225
24	1690	WAYNE	3661	322128	2142068	9527	431	925
24	1710	WILLIAMS	2567	250712	1287276	6596	208	770
24	1730	WOOD	3727	355595	2799062	9197	385	1876
24	1750	WYANDOT	2025	239707	1400423	5693	311	586
25	0	WISCONSIN	181767	21874155	170278658	545936	7334	50173
25	10	ADAMS	1239	258095	649562	3796	72	115
25	30	ASHLAND	1087	109834	533755	1899	23	132
25	50	BARRON/DALLAS	4480	458124	3645370	12266	144	896
25	70	BAYFIELD/LA POINT	1931	193168	796509	3335	66	209
25	90	BROWN	3076	295680	3097282	8342	106	1042
25	110	BUFFALO	2042	407919	2227400	9163	85	604
25	130	BURNETT	1721	207884	842209	3814	43	180
25	150	CALUMET	2018	192538	2853069	5693	85	1086
25	170	CHIPPEWA	3736	467166	3160441	11203	91	705
25	190	CLARK	5068	502752	4282663	13557	109	995
25	210	COLUMBIA	3042	445355	3226216	11667	212	893
25	230	CRAWFORD	1915	328019	1470815	7112	150	321
25	250	DANE	5859	710214	6255063	21482	316	2226
25	270	DODGE	4586	515455	7198620	16304	100	2754
25	290	DOOR	2069	231377	2165059	5065	85	681
25	310	DOUGLAS	1922	169961	707124	2549	58	233
25	330	DUNN	3515	486388	3026008	12152	196	734
25	350	EAU CLAIRE	2208	294978	1627763	7917	72	309
25	370	FLORENCE	356	40503	264934	636	15	66
25	390	FOND DU LAC	4085	432284	5318836	13235	100	1964
25	410	FOREST	533	60964	262505	1000	3	65
25	430	GRANT	4087	678159	4100547	17760	606	1128
25	450	GREEN	2386	356597	3069629	9988	113	874
25	470	GREEN LAKE	1403	206333	1711754	5430	51	382
25	490	IOWA	2436	458034	2483397	10773	169	637
25	510	IRON	585	43892	226073	839	1	45
25	530	JACKSON	2284	349569	1756590	7611	99	355
25	550	JEFFERSON	3209	323653	3525717	9913	96	1117
25	570	JUNEAU	2221	304302	1450343	6525	147	348
25	590	KENOSHA	1220	139502	1538638	3665	83	657
25	610	KEWAUNEE	1972	207118	2156001	5777	48	832
25	630	LA CROSSE	1733	273294	1851737	6335	80	390
25	650	LAFAYETTE	2254	375292	2395264	9794	194	759
25	670	LANGLADE	1728	175679	1476655	3674	43	318
25	690	LINCOLN	1755	190961	1133907	3256	35	229
25	710	MANITOWOC	3767	350069	4733372	10541	76	1835
25	730	MARATHON	6359	713796	5711906	14960	118	1382
25	750	MARINETTE	2307	260527	1548591	5110	127	471
25	770	MARQUETTE	1302	251930	920799	4208	125	203
25	790	MILWAUKEE	1761	76608	1645408	3169	18	697
25	810	MONROE	3366	466234	3084994	10730	224	590
25	830	OCONTO	2784	305804	2257601	7192	80	570
25	850	ONEIDA	768	98991	486277	1342	21	141
25	870	OUTAGAMIE	3460	336179	3924815	9969	113	1466
25	890	OZAUKEE	1571	131893	1837219	4367	23	872
25	910	PEPIN	939	134636	706589	3289	15	230
25	930	PIERCE	3013	343004	2395391	10339	101	652
25	950	POLK	4142	444911	2874017	11566	155	558
25	970	PORTAGE	3016	419614	2135545	8648	56	352
25	990	PRICE	1997	182778	756779	2848	45	180
25	1010	RACINE	1854	175203	2366432	5488	66	930
25	1030	RICHLAND	2442	357898	1838166	7998	144	389
25	1050	ROCK	3361	418162	3266313	13008	202	1102
25	1070	RUSK	2058	200049	952955	4265	106	214
25	1090	ST CROIX	3221	427556	3042442	12380	131	623
25	1110	SAUK	3485	490412	3732359	12293	254	944
25	1130	SAWYER	1006	102278	380039	1919	30	71
25	1150	SHAWANO	3737	434540	3766160	9713	57	1054
25	1170	SHEBOYGAN	3513	298064	4035920	9694	47	1491
25	1190	TAYLOR	2464	246665	1459247	5008	49	312
25	1210	TREMPEALEAU	3051	444201	2967194	11723	101	557
25	1230	VERNON/BAD AX	4016	488934	3028801	12256	265	606
25	1250	VILAS	451	37301	222428	597	10	58
25	1270	WALWORTH	2502	313300	3014364	8930	182	1023
25	1290	WASHBURN	1341	168086	721726	2943	66	156
25	1310	WASHINGTON	2723	260921	3560396	7374	54	1408
25	1330	WAUKESHA	3164	296535	3988786	7782	65	1616
25	1350	WAUPACA	3487	409529	3397207	9800	95	880
25	1370	WAUSHARA	2186	337527	1730454	6358	57	422
25	1390	WINNEBAGO	2573	252789	2998610	7311	82	1201
25	1410	WOOD	2819	306188	2301901	7291	78	636
31	0	IOWA	214928	34019332	270516267	1047527	84960	66258
31	10	ADAIR	2108	358136	2482132	10296	908	578
31	30	ADAMS	1630	257900	1760561	7371	888	361
31	50	ALLAMAKEE	2108	370635	2445056	9253	173	402
31	70	APPANOOSE	2128	302159	1088425	6877	809	204
31	90	AUDUBON	1823	281975	2472899	9791	831	504
31	110	BENTON	2595	442004	3777990	15248	861	926
31	130	BLACK HAWK	2384	336043	2988860	9791	696	785
31	150	BOONE	2546	349230	3216371	11663	982	832
31	170	BREMER	2021	267620	2737842	9601	206	667
31	190	BUCHANAN	2295	348219	2050784	10758	625	407
31	210	BUENA VISTA	2092	358655	3794919	11628	657	916
31	230	BUTLER	2282	352597	2777867	11760	344	544
31	250	CALHOUN	2174	357951	3436579	12126	1012	871
31	270	CARROLL	2224	357939	3797818	12134	933	779
31	290	CASS	2198	353837	2837351	10722	1496	633
31	310	CEDAR	2207	348889	3138647	11130	798	714
31	330	CERRO GORDO	2004	345360	2777577	11129	380	617
31	350	CHEROKEE	1834	356540	3165564	11205	522	792
31	370	CHICKASAW	1979	303816	2348545	9635	213	396
31	390	CLARKE	1515	259680	1123030	7283	635	343
31	410	CLAY	1800	346577	3020570	10502	615	809
31	430	CLAYTON	2992	464060	4433575	13181	497	991
31	450	CLINTON	2748	410683	3255464	13302	454	978
31	470	CRAWFORD	2556	449377	4330295	14332	1117	1028
31	490	DALLAS	2386	363774	3211041	10496	1193	979
31	510	DAVIS	1952	305915	1206288	7168	676	265
31	530	DECATUR	1969	318864	1199131	7890	1198	231
31	550	DELAWARE	2254	354626	2486161	10178	592	501
31	570	DES MOINES	1730	239758	1742904	7465	590	571
31	590	DICKINSON	1224	232177	1622219	7477	414	429
31	610	DUBUQUE	2276	362012	3260728	10615	386	545
31	630	EMMET	1285	247952	1985102	7416	553	500
31	650	FAYETTE	3038	443147	3373816	13010	371	585
31	670	FLOYD	1858	303035	2403783	9392	286	583
31	690	FRANKLIN	2082	361891	3297684	12087	549	793
31	710	FREMONT	1921	304908	2090613	8756	2363	478
31	730	GREENE	2062	352722	3200791	11743	1013	803
31	750	GRUNDY	1786	315908	2878116	10550	393	623
31	770	GUTHRIE	2379	361292	2467213	11457	999	600
31	790	HAMILTON	2213	362481	3908148	12794	719	958
31	810	HANCOCK	1936	352073	3148443	11478	578	777
31	830	HARDIN	2179	351061	3095181	11415	786	741
31	850	HARRISON	2960	430152	3668691	14012	2450	950
31	870	HENRY	1975	262397	1821907	8808	746	551
31	890	HOWARD	1717	284102	2270669	8230	210	412
31	910	HUMBOLDT	1475	267608	2643827	8053	504	653
31	930	IDA	1425	270448	2499654	9384	819	551
31	950	IOWA	2152	359455	2800388	10554	983	839
31	970	JACKSON	2207	383230	2171709	9356	826	458
31	990	JASPER	3054	448665	3521456	14273	1245	920
31	1010	JEFFERSON	1887	259987	1371518	7743	705	359
31	1030	JOHNSON	2561	373007	3031543	11801	1339	841
31	1050	JONES	2124	345364	2448292	10177	671	540
31	1070	KEOKUK	2665	351838	2343601	11403	1447	592
31	1090	KOSSUTH	3053	602421	5388582	18926	1051	1376
31	1110	LEE	2031	286870	1825649	7285	807	528
31	1130	LINN	3615	413994	3323936	13387	807	705
31	1150	LOUISA	1361	228654	1576377	6617	491	520
31	1170	LUCAS	1594	254776	1064165	6692	949	214
31	1190	LYON/BUNCOMBE	1820	362212	2954678	11890	276	542
31	1210	MADISON	2152	346790	2055088	9879	961	597
31	1230	MAHASKA	2762	346278	2764492	10804	1477	606
31	1250	MARION	2413	339958	2151733	10287	1093	492
31	1270	MARSHALL	2352	354128	3187284	11840	604	878
31	1290	MILLS	1640	262574	2020172	7698	1587	536
31	1310	MITCHELL	1717	281780	2186797	8435	298	509
31	1330	MONONA	2170	405596	3345032	11826	1514	1031
31	1350	MONROE	1695	253476	1081102	5655	1141	164
31	1370	MONTGOMERY	1615	266379	2021561	7832	1356	538
31	1390	MUSCATINE	1843	256033	2013561	8270	586	614
31	1410	O BRIEN	1965	356785	3593890	10894	455	831
31	1430	OSCEOLA	1278	249000	2083212	8317	322	486
31	1450	PAGE	2181	329269	2620544	9955	1855	648
31	1470	PALO ALTO	1883	347147	2817049	11446	669	679
31	1490	PLYMOUTH	2779	523811	4742135	17223	968	1176
31	1510	POCAHONTAS	2086	363634	3289037	11983	683	1095
31	1530	POLK	3132	330227	2996763	10108	1280	894
31	1550	POTTAWATTAMIE	4073	579704	5382151	17703	2841	1544
31	1570	POWESHIEK	2236	362213	2691682	11048	962	833
31	1590	RINGGOLD	1940	330314	1359316	8643	1222	372
31	1610	SAC	1874	344947	3202181	11434	982	810
31	1630	SCOTT	2263	273106	3480187	9311	665	976
31	1650	SHELBY	2188	374168	3610911	12976	1292	763
31	1670	SIOUX	2940	478694	4265434	17437	559	816
31	1690	STORY	2348	354434	3087718	11958	965	817
31	1710	TAMA	2700	436999	3887732	13474	915	904
31	1730	TAYLOR	2178	329399	1746622	9891	1233	390
31	1750	UNION	1626	256789	1527328	7456	709	303
31	1770	VAN BUREN	1893	287018	1187870	6903	687	316
31	1790	WAPELLO	2013	254044	1468876	6569	722	418
31	1810	WARREN	2521	352136	1876138	10201	991	518
31	1830	WASHINGTON	2337	337094	2981748	10644	1237	735
31	1850	WAYNE	1863	320395	1320147	8098	1063	309
31	1870	WEBSTER	2637	435127	4302795	13442	813	1308
31	1890	WINNEBAGO	1641	247526	2151576	8089	300	494
31	1910	WINNESHIEK	2863	423400	3782363	13125	325	681
31	1930	WOODBURY	3227	517091	4385744	16486	2084	1146
31	1950	WORTH	1472	248422	2014457	7643	189	530
31	1970	WRIGHT	1983	364789	3271114	11848	718	911
32	0	KANSAS	166042	46975647	167785230	714860	151470	66275
32	10	ALLEN	1958	300131	921794	7159	1246	509
32	30	ANDERSON	1915	340179	896564	7435	1389	342
32	50	ATCHISON	1755	253224	1159419	5870	2035	466
32	70	BARBER	1057	688041	1618900	5665	1886	669
32	90	BARTON	1693	543771	3426562	6940	1560	1360
32	110	BOURBON	2181	355153	723116	8382	1740	312
32	130	BROWN	2204	354493	2100818	8832	3138	735
32	150	BUTLER	2657	832854	2022183	12009	2867	1026
32	170	CHASE	839	402006	741200	4395	983	278
32	190	CHAUTAUQUA	1231	338001	501873	4851	1224	205
32	210	CHEROKEE/MCGHEE	2174	302408	811033	6097	2179	493
32	230	CHEYENNE	1091	600215	1422870	7652	937	502
32	250	CLARK	568	530640	1202097	2763	663	531
32	270	CLAY	1925	401220	1633266	9078	1723	716
32	290	CLOUD	2076	441914	1744929	9504	1693	697
32	310	COFFEY	2170	397064	1158697	8849	1819	445
32	330	COMANCHE	512	459592	1417877	2787	631	491
32	350	COWLEY	2894	642099	1669981	11534	2874	713
32	370	CRAWFORD	2588	324290	927051	7760	1989	420
32	390	DECATUR	1340	558183	1451750	8480	1257	496
32	410	DICKINSON	2541	522333	3063190	11347	2040	1445
32	430	DONIPHAN	1707	229620	1146346	4778	3042	363
32	450	DOUGLAS	1852	275485	1205562	6677	1391	594
32	470	EDWARDS	823	364745	1804310	2766	625	795
32	490	ELK	1243	371497	570368	5468	1174	185
32	510	ELLIS	1314	549764	1838846	9380	615	732
32	530	ELLSWORTH	1159	424010	1692186	5766	1192	768
32	550	FINNEY	971	649009	1645975	5028	769	614
32	570	FORD	1338	658870	3664773	4810	644	1331
32	590	FRANKLIN	2388	346777	1128579	8470	1671	448
32	610	GEARY	769	223409	753186	3321	840	318
32	630	GOVE	890	617392	1339869	5776	578	487
32	650	GRAHAM	1286	547050	1294910	7258	1633	382
32	670	GRANT	533	325798	1281475	1584	217	471
32	690	GRAY	828	489374	2049708	3094	335	833
32	710	GREELEY	282	188169	334804	1967	224	150
32	730	GREENWOOD	1905	591429	1281709	8824	1852	456
32	750	HAMILTON	440	275471	482587	2713	284	217
32	770	HARPER	1562	481082	2455211	6638	1446	1031
32	790	HARVEY	1746	333936	1868846	6474	1543	1009
32	810	HASKELL	461	309751	1287941	925	135	528
32	830	HODGEMAN	732	526171	1661484	3673	415	697
32	850	JACKSON	2446	394803	1496269	10171	2632	389
32	870	JEFFERSON	2166	333464	1118690	8118	2330	456
32	890	JEWELL	2573	553630	2029638	12741	2989	509
32	910	JOHNSON	2376	271142	1216120	6606	1783	416
32	930	KEARNY	462	368795	645890	3015	407	283
32	950	KINGMAN	1547	508616	2186637	7326	1703	1008
32	970	KIOWA	772	434018	1854725	3377	825	627
32	990	LABETTE	2499	377485	1037491	7911	2035	622
32	1010	LANE	489	416066	1162165	2786	609	437
32	1030	LEAVENWORTH	2001	261429	952157	5772	2294	344
32	1050	LINCOLN	1435	435363	1847946	7074	1329	774
32	1070	LINN	2216	360464	893251	8798	1731	343
32	1090	LOGAN	541	553265	769914	4884	466	279
32	1110	LYON	2609	494378	1733372	10855	2481	596
32	1130	MCPHERSON	2689	572121	3554044	10821	1927	1705
32	1150	MARION	2460	569241	2631163	11610	928	1528
32	1170	MARSHALL	2852	558331	2462113	13572	3061	728
32	1190	MEADE	933	615925	2381127	2860	415	856
32	1210	MIAMI/LYKINS	2282	353863	1111288	8584	1771	541
32	1230	MITCHELL	1709	438845	2276258	7989	1220	848
32	1250	MONTGOMERY	2522	355700	1116129	7329	2055	546
32	1270	MORRIS	1572	406529	1369995	7954	1462	472
32	1290	MORTON	393	304218	722507	2635	383	237
32	1310	NEMAHA	2471	432734	2017179	11546	2524	521
32	1330	NEOSHO/DORN	2155	325563	908836	7511	1586	409
32	1350	NESS	1108	620524	2410271	5702	583	922
32	1370	NORTON	1705	533162	1280467	9731	1939	262
32	1390	OSAGE	2605	434364	1457799	10247	2541	439
32	1410	OSBORNE	1652	551081	1901595	8955	1336	675
32	1430	OTTAWA	1616	439446	1686344	6999	1430	759
32	1450	PAWNEE	1192	489801	3134350	4085	684	1140
32	1470	PHILLIPS	1979	549064	1208724	10321	2775	288
32	1490	POTTAWATOMIE	2143	498442	1652524	9555	2344	475
32	1510	PRATT	1148	438078	2595480	4116	1042	1066
32	1530	RAWLINS	1176	665808	1865725	8138	795	690
32	1550	RENO	3137	770639	4489213	11034	2712	1935
32	1570	REPUBLIC	2292	441126	2019912	11076	2367	510
32	1590	RICE	1427	425451	2499230	5576	1375	1067
32	1610	RILEY	1568	349610	1445966	6108	1356	519
32	1630	ROOKS	1391	537117	1398817	7997	1609	433
32	1650	RUSH	1174	441277	2508688	5187	393	986
32	1670	RUSSELL	1344	533885	2125573	7604	683	910
32	1690	SALINE	1839	457221	2124469	6938	1644	971
32	1710	SCOTT	479	359827	766893	3139	435	317
32	1730	SEDGWICK	3520	604507	3416540	11106	3354	1635
32	1750	SEWARD	538	364471	1076824	2885	471	470
32	1770	SHAWNEE	2173	316093	1317223	7672	1695	510
32	1790	SHERIDAN	1049	562038	1588152	6141	899	511
32	1810	SHERMAN	804	578648	1320937	4787	343	539
32	1830	SMITH	2299	560068	1714245	12479	2891	379
32	1850	STAFFORD	1359	478986	2706023	4651	2050	1167
32	1870	STANTON	315	256340	713694	1743	116	273
32	1890	STEVENS	634	363498	1338505	3616	563	435
32	1910	SUMNER	2952	725570	3192900	12243	3416	1594
32	1930	THOMAS	940	648777	1949593	5314	890	716
32	1950	TREGO	980	542145	1399646	5810	628	595
32	1970	WABAUNSEE	1629	449777	1278836	6955	2059	452
32	1990	WALLACE	410	388455	414173	3981	444	141
32	2010	WASHINGTON	2793	548566	2393635	12458	2431	787
32	2030	WICHITA	373	317612	573475	3080	174	205
32	2050	WILSON	1845	321216	801032	6252	1763	405
32	2070	WOODSON	1190	284399	604764	4660	1130	259
32	2090	WYANDOTTE	1496	65950	514244	1895	666	104
33	0	MINNESOTA	185255	30913367	181767478	805093	15218	48457
33	10	AITKIN	2467	286650	917020	4526	105	191
33	30	ANOKA	1457	193269	827933	4120	117	235
33	50	BECKER	2737	475518	1676282	10434	152	321
33	70	BELTRAMI	2083	265842	823562	3856	97	110
33	90	BENTON	1591	231631	1082562	6128	78	210
33	110	BIG STONE	1126	303468	1545937	7208	166	436
33	130	BLUE EARTH	3112	455103	3981745	15143	326	1247
33	150	BROWN	2105	376813	2927891	11387	200	780
33	170	CARLTON	2070	189273	846007	3365	67	170
33	190	CARVER	2041	216062	2651857	7549	107	566
33	210	CASS	2010	293300	905994	4711	190	173
33	230	CHIPPEWA	1730	359087	2344052	10015	216	659
33	250	CHISAGO	2024	233728	1777316	6100	40	254
33	270	CLAY	2087	569592	2419418	13424	156	737
33	290	CLEARWATER	1500	233352	747522	3947	85	203
33	310	COOK	127	14856	47210	119	1	8
33	330	COTTONWOOD	1949	391023	2630871	11817	409	859
33	350	CROW WING	1696	225373	692849	3612	99	149
33	370	DAKOTA	2251	325285	2341564	8979	157	609
33	390	DODGE	1752	262253	1869741	7489	159	670
33	410	DOUGLAS	2626	377866	2384643	10394	93	462
33	430	FARIBAULT	2480	440832	3313545	14276	315	1033
33	450	FILLMORE	3186	524867	3154626	15439	263	792
33	470	FREEBORN	3089	428909	3481730	14143	317	1114
33	490	GOODHUE	3044	457556	3498342	14206	203	1328
33	510	GRANT	1377	325241	1618517	8047	205	467
33	530	HENNEPIN	3981	256048	3246829	9239	160	648
33	550	HOUSTON	1910	333541	1793173	7967	99	448
33	570	HUBBARD	1304	197052	528300	3298	73	111
33	590	ISANTI	2030	245013	1331690	5945	92	252
33	610	ITASCA	2278	219383	916984	2945	66	191
33	630	JACKSON	2244	434444	3017871	13557	408	978
33	650	KANABEC	1535	192242	879700	4385	73	230
33	670	KANDIYOHI	2544	472553	2660063	13327	252	837
33	690	KITTSON/PEMBINA	1344	438016	1385099	8508	118	614
33	710	KOOCHICHING	1278	167813	548472	1516	32	140
33	730	LAC QUI PARLE	2109	479900	2955313	12847	201	917
33	750	LAKE	298	23108	108800	274	2	47
33	770	LAKE OF THE WOODS	723	113078	261746	1033	33	52
33	790	LE SUEUR	2139	270412	2536797	9075	85	588
33	810	LINCOLN	1578	329890	2055592	9827	249	502
33	830	LYON	1992	439213	2685818	12812	394	737
33	850	MCLEOD	2503	303600	3369537	10680	98	728
33	870	MAHNOMEN	681	165074	477002	3281	50	102
33	890	MARSHALL	2508	690645	1906433	12396	286	1011
33	910	MARTIN	2561	446219	3778548	15235	429	952
33	930	MEEKER	2479	371050	2776016	11061	159	668
33	950	MILLE LACS	2025	203006	1219613	5207	81	168
33	970	MORRISON	3260	485217	2233736	10968	144	345
33	990	MOWER	2506	426408	2616420	12457	268	866
33	1010	MURRAY	2038	434743	2677961	13052	366	757
33	1030	NICOLLET	1473	268502	2221062	7952	116	714
33	1050	NOBLES	2119	441494	2746051	14365	425	735
33	1070	NORMAN	1946	492788	1902683	11652	198	633
33	1090	OLMSTED	2400	393777	2821817	12308	283	785
33	1110	OTTER TAIL	6702	1118189	5828716	27610	335	1014
33	1130	PENNINGTON	1100	265476	789055	4653	134	240
33	1150	PINE	3288	361838	1727330	8471	126	366
33	1170	PIPESTONE	1255	279753	1576622	7942	246	388
33	1190	POLK	4205	1039614	4035292	22575	362	1263
33	1210	POPE	1762	378939	1908456	9019	106	435
33	1230	RAMSEY	1074	43230	715652	1540	16	113
33	1250	RED LAKE	891	228477	599673	4263	148	190
33	1270	REDWOOD	2646	541442	3678629	15935	331	1061
33	1290	RENVILLE	3185	606880	4696813	17688	264	1270
33	1310	RICE	2359	297334	2443111	9891	146	698
33	1330	ROCK	1338	294715	1953364	9571	236	435
33	1350	ROSEAU	1922	416927	987809	6259	184	398
33	1370	ST LOUIS	4872	444111	2073099	5588	92	586
33	1390	SCOTT	1577	210387	1881148	6651	89	361
33	1410	SHERBURNE	1214	220538	905615	4706	108	191
33	1430	SIBLEY	2215	364243	3349129	11313	171	816
33	1450	STEARNS	4656	791358	4284528	21320	194	937
33	1470	STEELE	1925	263039	2327142	9419	196	727
33	1490	STEVENS	1292	337644	1722882	8297	150	528
33	1510	SWIFT	1844	447184	2218693	11140	226	518
33	1530	TODD	3703	503826	2856689	13334	209	403
33	1550	TRAVERSE	1109	324709	1582786	7603	184	483
33	1570	WABASHA	1782	318003	2570503	9404	141	747
33	1590	WADENA	1405	224587	747004	4437	141	133
33	1610	WASECA	1678	258359	1886782	8646	230	613
33	1630	WASHINGTON	1963	224639	1745345	6554	127	375
33	1650	WATONWAN	1480	268204	1992765	8583	141	658
33	1670	WILKIN/TOOMBS	1198	404366	1878179	8567	79	628
33	1690	WINONA	2158	375902	2609484	10005	125	700
33	1710	WRIGHT	3745	393350	2991385	12835	147	717
33	1730	YELLOW MEDICINE	2209	475126	3035936	13671	271	926
34	0	MISSOURI	255940	33743019	94521636	597090	295778	24999
34	10	ADAIR	2170	317303	644421	7284	1191	182
34	30	ANDREW	2239	259392	1216598	7015	2104	291
34	50	ATCHISON	1612	323972	1713354	6786	3850	398
34	70	AUDRAIN	2197	391225	1170744	7038	4234	394
34	90	BARRY	3391	376731	734247	6648	2444	65
34	110	BARTON	2140	320135	989789	6765	2475	322
34	130	BATES	3381	506874	1721582	11913	3662	478
34	150	BENTON	2045	371868	805573	6076	2389	138
34	170	BOLLINGER	2135	281326	398502	2993	2882	64
34	190	BOONE	2695	366239	782941	5825	4336	196
34	210	BUCHANAN	2355	228546	1219464	4885	2982	417
34	230	BUTLER	2030	167907	385719	2384	3626	94
34	250	CALDWELL	1820	265643	883075	6398	1734	285
34	270	CALLAWAY	2753	443272	792817	5593	4899	241
34	290	CAMDEN	1463	265605	331395	2900	1133	32
34	310	CAPE GIRARDEAU	2569	312490	932978	5002	4045	203
34	330	CARROLL	2768	404514	1471155	7771	3748	544
34	350	CARTER	586	78373	107953	718	707	32
34	370	CASS/VAN BUREN	3021	416028	1892292	10737	2915	579
34	390	CEDAR	2132	264827	477543	5683	1774	62
34	410	CHARITON	2927	419900	1398706	9435	3528	499
34	430	CHRISTIAN	2407	255346	680623	4807	1576	96
34	450	CLARK	1742	275013	764225	6235	1130	308
34	470	CLAY	1870	216994	890310	4497	1995	232
34	490	CLINTON	1528	256733	1008188	4432	2847	236
34	510	COLE	1467	218697	713677	2908	1986	232
34	530	COOPER	2264	326417	1030666	4562	4774	319
34	550	CRAWFORD	1733	277468	368966	2501	1780	72
34	570	DADE	2207	294503	694241	5236	2145	160
34	590	DALLAS	2012	266285	383883	4501	1210	55
34	610	DAVIESS	2509	334872	1083177	7892	2450	332
